email,name,organization,phone,city,state,category
oakstreethealth@email.com,Oak Street Health,Oak Street Health (Medical Clinics),(877) 620-0628,Dallas,TX,medical clinic
oakstreethealth@email.com,Oak Street Health,Oak Street Health (Medical Clinics),(877) 620-0628,Dallas,TX,medical clinic
oakstreethealth@email.com,Oak Street Health,Oak Street Health (Medical Clinics),(877) 620-0628,Dallas,TX,medical clinic
highlandparkemergenc@email.com,Highland Park Emergency Room,Highland Park Emergency Room (Medical Clinics),(214) 443-8131,Dallas,TX,medical clinic
parklandhealth&hospi@email.com,Parkland Health & Hospital System,Parkland Health & Hospital System (Medical Clinics),(214) 266-1200,Dallas,TX,medical clinic
mdfamilyclinic@email.com,MD Family Clinic,MD Family Clinic (Medical Clinics),(972) 288-2844,Dallas,TX,medical clinic
uptownwomenscenter@email.com,Uptown Womens Center,Uptown Womens Center (Medical Clinics),(214) 220-0222,Dallas,TX,medical clinic
drpainsdoctordirecto@email.com,Dr-Pain's Doctor Directory,Dr-Pain's Doctor Directory (Medical Clinics),(888) 373-3720,Dallas,TX,medical clinic
anhhealthcare@email.com,Anh Healthcare,Anh Healthcare (Medical Clinics),(972) 701-0199,Dallas,TX,medical clinic
naturalhealthcentero@email.com,Natural Health Center of Dallas,Natural Health Center of Dallas (Medical Clinics),(972) 861-0939,Dallas,TX,medical clinic
centerforobesitysurg@email.com,Center For Obesity Surgery of Dallas,Center For Obesity Surgery of Dallas (Medical Clinics),(972) 566-7810,Dallas,TX,medical clinic
lakehighlandsmedical@email.com,Lake Highlands Medical Partners at Town Creek,Lake Highlands Medical Partners at Town Creek (Medical Clinics),(214) 553-9825,Dallas,TX,medical clinic
lakehighlandsmedical@email.com,Lake Highlands Medical Clinic,Lake Highlands Medical Clinic (Medical Clinics),(214) 340-7179,Dallas,TX,medical clinic
anylabtestnow@email.com,Any Lab Test Now,Any Lab Test Now (Medical Clinics),(214) 956-8378,Dallas,TX,medical clinic
childrensclinic@email.com,Childrens Clinic,Childrens Clinic (Medical Clinics),(214) 391-7035,Dallas,TX,medical clinic
sinaiurgentcare@email.com,Sinai Urgent Care,Sinai Urgent Care (Medical Clinics),(972) 584-9554,Dallas,TX,medical clinic
kindredhospitaldalla@email.com,Kindred Hospital Dallas Central,Kindred Hospital Dallas Central (Medical Clinics),(469) 232-6500,Dallas,TX,medical clinic
phasesoflifewomenssh@email.com,Phases of Life Womens's Health OB GYN -Ellis County,Phases of Life Womens's Health OB GYN -Ellis County (Medical Clinics),(972) 296-4777,Dallas,TX,medical clinic
advanceer@email.com,Advance ER,Advance ER (Medical Clinics),(214) 494-8222,Dallas,TX,medical clinic
prestonhollowemergen@email.com,Preston Hollow Emergency Room,Preston Hollow Emergency Room (Medical Clinics),(214) 217-0911,Dallas,TX,medical clinic
clinicasmidoctor@email.com,Clinicas Mi Doctor,Clinicas Mi Doctor (Medical Clinics),(214) 622-6048,Dallas,TX,medical clinic
premierhealthchiropr@email.com,Premier Health Chiropractic & Wellness Center,Premier Health Chiropractic & Wellness Center (Medical Clinics),(972) 713-9355,Dallas,TX,medical clinic
quantumholistichealt@email.com,Quantum Holistic Health Center,Quantum Holistic Health Center (Medical Clinics),(214) 306-6182,Dallas,TX,medical clinic
clinicahispanafamili@email.com,Clinica Hispana Familiar,Clinica Hispana Familiar (Medical Clinics),(214) 388-1100,Dallas,TX,medical clinic
kindredhospitaldalla@email.com,Kindred Hospital Dallas,Kindred Hospital Dallas (Medical Clinics),(214) 355-2600,Dallas,TX,medical clinic
completemedcare@email.com,Complete Med Care,Complete Med Care (Medical Clinics),(972) 792-7777,Dallas,TX,medical clinic
libertymutual@email.com,Liberty Mutual,Liberty Mutual (Insurance),(800) 906-8949,Dallas,TX,insurance agency
aaainsurance@email.com,AAA Insurance,AAA Insurance (Insurance),(833) 743-2463,Dallas,TX,insurance agency
aaainsurance@email.com,AAA Insurance,AAA Insurance (Insurance),(844) 920-0313,Dallas,TX,insurance agency
championcommercialin@email.com,Champion Commercial Insurance,Champion Commercial Insurance (Insurance),(214) 265-9020,Dallas,TX,insurance agency
greenhawinsurance@email.com,Greenhaw Insurance,Greenhaw Insurance (Insurance),(214) 739-2255,Dallas,TX,insurance agency
familylifeinsurancec@email.com,Family Life Insurance Co,Family Life Insurance Co (Insurance),(972) 778-8110,Dallas,TX,insurance agency
benspurgininsurance@email.com,Ben Spurgin Insurance,Ben Spurgin Insurance (Insurance),(214) 871-3322,Dallas,TX,insurance agency
aableautoinsurance@email.com,A-Able Auto Insurance,A-Able Auto Insurance (Insurance),(214) 375-4000,Dallas,TX,insurance agency
sammyeskenaziinsuran@email.com,Sammy Eskenazi Insurance Agency,Sammy Eskenazi Insurance Agency (Insurance),(972) 385-1651,Dallas,TX,insurance agency
earlgordonstatefarmi@email.com,Earl Gordon - State Farm Insurance Agent,Earl Gordon - State Farm Insurance Agent (Insurance),(972) 407-9995,Dallas,TX,insurance agency
healthinsureplus@email.com,Health Insure Plus,Health Insure Plus (Insurance),(972) 733-0870,Dallas,TX,insurance agency
stewartinsuranceagen@email.com,Stewart Insurance Agency,Stewart Insurance Agency (Insurance),(214) 946-6060,Dallas,TX,insurance agency
amadorinsurance@email.com,Amador Insurance,Amador Insurance (Insurance),(214) 942-7979,Dallas,TX,insurance agency
stevengravesinsuranc@email.com,Steven Graves Insurance Agency,Steven Graves Insurance Agency (Insurance),(214) 599-0808,Dallas,TX,insurance agency
advancedinsurancegro@email.com,Advanced Insurance Group,Advanced Insurance Group (Insurance),(214) 358-0480,Dallas,TX,insurance agency
allstateinsurance:pa@email.com,"Allstate Insurance: Park Cities Agency, Inc.","Allstate Insurance: Park Cities Agency, Inc. (Insurance)",(214) 357-9298,Dallas,TX,insurance agency
longsworthinsurance@email.com,Longsworth Insurance,Longsworth Insurance (Insurance),(214) 443-3800,Dallas,TX,insurance agency
paylessautoinsurance@email.com,Payless Auto Insurance,Payless Auto Insurance (Insurance),(972) 636-1440,Dallas,TX,insurance agency
covericaagencyallian@email.com,CoVerica Agency Alliance,CoVerica Agency Alliance (Insurance),(972) 490-2300,Dallas,TX,insurance agency
directeventinsurance@email.com,Direct Event Insurance,Direct Event Insurance (Insurance),(214) 356-6585,Dallas,TX,insurance agency
ronniewardinsurance@email.com,Ronnie Ward Insurance,Ronnie Ward Insurance (Insurance),(214) 358-5000,Dallas,TX,insurance agency
stogner&associatesin@email.com,Stogner & Associates Insurance,Stogner & Associates Insurance (Insurance),(214) 339-2213,Dallas,TX,insurance agency
paylessinsurance@email.com,Payless Insurance,Payless Insurance (Insurance),(972) 243-0099,Dallas,TX,insurance agency
exclusivedealsoninsu@email.com,Exclusive Deals On Insurance,Exclusive Deals On Insurance (Insurance),(469) 221-9016,Dallas,TX,insurance agency
americanincomelife:j@email.com,American Income Life: Jubrey Agency,American Income Life: Jubrey Agency (Insurance),(214) 217-7490,Dallas,TX,insurance agency
francocastanedastate@email.com,Franco Castaneda - State Farm Insurance Agent,Franco Castaneda - State Farm Insurance Agent (Insurance),(214) 321-3300,Dallas,TX,insurance agency
libertymutual@email.com,Liberty Mutual,Liberty Mutual (Insurance),(214) 382-6040,Dallas,TX,insurance agency
unitedautomobileinsu@email.com,United Automobile Insurance Company,United Automobile Insurance Company (Insurance),(972) 701-0500,Dallas,TX,insurance agency
santiagorodriguezins@email.com,SANTIAGO RODRIGUEZ INSURANCE,SANTIAGO RODRIGUEZ INSURANCE (Insurance),(214) 946-5400,Dallas,TX,insurance agency
allwaysinsurancegrou@email.com,All Ways Insurance Group,All Ways Insurance Group (Insurance),(972) 792-9444,Dallas,TX,insurance agency
employersdirecthealt@email.com,Employers Direct Health,Employers Direct Health (Insurance),(972) 458-9934,Dallas,TX,insurance agency
bluecrestfinancialal@email.com,Bluecrest Financial Alliances,Bluecrest Financial Alliances (Financial Planners),(972) 348-6300,Dallas,TX,financial advisor
firsthorizonbankdall@email.com,"First Horizon Bank - Dallas, TX - Preston Rd","First Horizon Bank - Dallas, TX - Preston Rd (Financial Planners)",(972) 348-6145,Dallas,TX,financial advisor
edwardjonesfinancial@email.com,Edward Jones - Financial Advisor: Amy Rudd,Edward Jones - Financial Advisor: Amy Rudd (Financial Planners),(214) 363-4380,Dallas,TX,financial advisor
edwardjonesfinancial@email.com,Edward Jones - Financial Advisor: Aadil Khambati,Edward Jones - Financial Advisor: Aadil Khambati (Financial Planners),(214) 368-1246,Dallas,TX,financial advisor
edwardjonesfinancial@email.com,Edward Jones - Financial Advisor: Wendy W Seale,Edward Jones - Financial Advisor: Wendy W Seale (Financial Planners),(972) 239-5630,Dallas,TX,financial advisor
massmutualdallasfort@email.com,MassMutual Dallas-Fort Worth,MassMutual Dallas-Fort Worth (Financial Planners),(972) 348-6300,Dallas,TX,financial advisor
"nancyk.phillips,pc@email.com","Nancy K. Phillips, PC","Nancy K. Phillips, PC (Financial Planning Consultants)",(214) 361-2444,Dallas,TX,financial advisor
rayscottstatefarmins@email.com,Ray Scott - State Farm Insurance Agent,Ray Scott - State Farm Insurance Agent (Motorcycle Insurance),(469) 372-5925,Dallas,TX,financial advisor
wellsfargoadvisors@email.com,Wells Fargo Advisors,Wells Fargo Advisors (Investments),(469) 718-7200,Dallas,TX,financial advisor
pncbank@email.com,PNC Bank,PNC Bank (ATM Locations),(972) 677-0329,Dallas,TX,financial advisor
pncmortgage@email.com,PNC Mortgage,PNC Mortgage (Financial Services),(972) 677-0329,Dallas,TX,financial advisor
southwestfunding786@email.com,Southwest Funding 786,Southwest Funding 786 (Financing Consultants),(214) 389-4649,Dallas,TX,financial advisor
chasebank@email.com,Chase Bank,Chase Bank (ATM Locations),(214) 818-0406,Dallas,TX,financial advisor
betsydyerinternation@email.com,Betsy Dyer International,Betsy Dyer International (Human Relations Counselors),(972) 965-1983,Dallas,TX,financial advisor
markcannonprivatewea@email.com,"Mark Cannon - Private Wealth Advisor, Ameriprise Financial Services","Mark Cannon - Private Wealth Advisor, Ameriprise Financial Services (Financial Planners)",(214) 272-7919,Dallas,TX,financial advisor
charlesjonesprivatew@email.com,"Charles Jones - Private Wealth Advisor, Ameriprise Financial Services","Charles Jones - Private Wealth Advisor, Ameriprise Financial Services (Financial Planners)",(214) 272-7919,Dallas,TX,financial advisor
nealvassoprivateweal@email.com,"Neal Vasso - Private Wealth Advisor, Ameriprise Financial Services","Neal Vasso - Private Wealth Advisor, Ameriprise Financial Services (Financial Planners)",(972) 692-5069,Dallas,TX,financial advisor
travisladnerfinancia@email.com,"Travis Ladner - Financial Advisor, Ameriprise Financial Services","Travis Ladner - Financial Advisor, Ameriprise Financial Services (Financial Planners)",(214) 272-7919,Dallas,TX,financial advisor
aubreylnestmanfinanc@email.com,"Aubrey L Nestman - Financial Advisor, Ameriprise Financial Services","Aubrey L Nestman - Financial Advisor, Ameriprise Financial Services (Financial Planners)",(972) 232-1639,Dallas,TX,financial advisor
carolharperprivatewe@email.com,"Carol Harper - Private Wealth Advisor, Ameriprise Financial Services","Carol Harper - Private Wealth Advisor, Ameriprise Financial Services (Financial Planners)",(972) 663-7549,Dallas,TX,financial advisor
christopherjengfinan@email.com,"Christopher Jeng - Financial Advisor, Ameriprise Financial Services","Christopher Jeng - Financial Advisor, Ameriprise Financial Services (Financial Planners)",(214) 572-2260,Dallas,TX,financial advisor
merceradvisorsdallas@email.com,Mercer Advisors - Dallas - Park Cities,Mercer Advisors - Dallas - Park Cities (Financial Planners),(214) 691-6090,Dallas,TX,financial advisor
fidelityinvestmentsr@email.com,Fidelity Investments - Relocated,Fidelity Investments - Relocated (Financial Planners),(800) 358-5204,Dallas,TX,financial advisor
fidelityinvestments@email.com,Fidelity Investments,Fidelity Investments (Financial Planners),(800) 358-5204,Dallas,TX,financial advisor
spectrumfinancialgro@email.com,Spectrum Financial Group,Spectrum Financial Group (Financial Planners),(972) 458-9907,Dallas,TX,financial advisor
bessemertrustprivate@email.com,Bessemer Trust Private Wealth Management Dallas TX,Bessemer Trust Private Wealth Management Dallas TX (Financial Planners),(214) 981-9400,Dallas,TX,financial advisor
frostinsurance@email.com,Frost Insurance,Frost Insurance (Financial Planners),(800) 513-7678,Dallas,TX,financial advisor
justinkingbranchmana@email.com,"Justin King - Branch Manager, Ameriprise Financial Services","Justin King - Branch Manager, Ameriprise Financial Services (Financial Planners)",(972) 244-5800,Dallas,TX,financial advisor
thefarrisgroup@email.com,The Farris Group,The Farris Group (Financial Planners),(214) 525-2141,Dallas,TX,financial advisor
edelmanfinancialengi@email.com,Edelman Financial Engines,Edelman Financial Engines (Financial Planners),(469) 919-5339,Dallas,TX,financial advisor
fredericksherzercpap@email.com,Frederick S Herzer CPA PC,Frederick S Herzer CPA PC (Accounting Services),(214) 838-0177,Dallas,TX,accounting
fredericksherzercpap@email.com,Frederick S Herzer CPA PC,Frederick S Herzer CPA PC (Accounting Services),(214) 838-0177,Dallas,TX,accounting
abccompanyinc.@email.com,ABC Company Inc.,ABC Company Inc. (Accountants-Certified Public),(682) 345-3010,Dallas,TX,accounting
trumbletesttech2@email.com,Trumble Test Tech 2,Trumble Test Tech 2 (Accounting Services),(888) 733-9482,Dallas,TX,accounting
bargmanjohnf.cpa@email.com,Bargman John F. CPA,Bargman John F. CPA (Accounting Services),(214) 368-5145,Dallas,TX,accounting
alexisjankowskicpapl@email.com,Alexis Jankowski CPA PLLC,Alexis Jankowski CPA PLLC (Accounting Services),(214) 814-1230,Dallas,TX,accounting
"jasonm.tyra,cpa,pllc@email.com","Jason M. Tyra, CPA, PLLC","Jason M. Tyra, CPA, PLLC (Accounting Services)",(972) 201-9008,Dallas,TX,accounting
russellbaity@email.com,Russell Baity,Russell Baity (Accounting Services),(972) 931-8749,Dallas,TX,accounting
robertmgumpandcompan@email.com,Robert M Gump and Company,Robert M Gump and Company (Accounting Services),(214) 352-6198,Dallas,TX,accounting
robertmalphurspc@email.com,Robert Malphurs PC,Robert Malphurs PC (Accounting Services),(214) 553-1334,Dallas,TX,accounting
slatonfinancialservi@email.com,Slaton Financial Services,Slaton Financial Services (Accounting Services),(214) 343-0642,Dallas,TX,accounting
bakercompanypc@email.com,Baker Company PC,Baker Company PC (Accounting Services),(214) 466-2777,Dallas,TX,accounting
tereservicesllc#1@email.com,Tere Services LLC #1,Tere Services LLC #1 (Accounting Services),(214) 398-2888,Dallas,TX,accounting
payvisiononlineinc.@email.com,Payvision Online Inc.,Payvision Online Inc. (Accounting Services),(214) 442-5888,Dallas,TX,accounting
rdaledowellcpa@email.com,R Dale Dowell CPA,R Dale Dowell CPA (Accounting Services),(972) 298-8529,Dallas,TX,accounting
ingramdarrellcpa@email.com,Ingram Darrell CPA,Ingram Darrell CPA (Accounting Services),(214) 638-7922,Dallas,TX,accounting
betmarbookkeeping@email.com,Bet-Mar Bookkeeping,Bet-Mar Bookkeeping (Accounting Services),(972) 921-5244,Dallas,TX,accounting
comer&associatespc@email.com,Comer & Associates PC,Comer & Associates PC (Accounting Services),(214) 696-6420,Dallas,TX,accounting
"kimball,don@email.com","Kimball, Don","Kimball, Don (Accounting Services)",(214) 706-9148,Dallas,TX,accounting
nelsoncruz&associate@email.com,Nelson Cruz & Associates,Nelson Cruz & Associates (Accountants-Certified Public),(972) 677-7897,Dallas,TX,accounting
gabelmannkennethcpa@email.com,Gabelmann Kenneth CPA,Gabelmann Kenneth CPA (Accountants-Certified Public),(972) 250-3399,Dallas,TX,accounting
randysfinefoods@email.com,Randy's Fine Foods,Randy's Fine Foods (Accounting Services),(214) 327-8400,Dallas,TX,accounting
"hollyc.roundtree,cpa@email.com","Holly C. Roundtree, CPA","Holly C. Roundtree, CPA (Accounting Services)",(972) 404-4434,Dallas,TX,accounting
lainfaulkner&company@email.com,Lain Faulkner & Company,Lain Faulkner & Company (Accounting Services),(214) 720-1929,Dallas,TX,accounting
"zahidreza,cpa@email.com","Zahid Reza, CPA","Zahid Reza, CPA (Accounting Services)",(972) 733-1212,Dallas,TX,accounting
"johnm.arena,cpa,p.c.@email.com","John M. Arena, CPA, P.C.","John M. Arena, CPA, P.C. (Bookkeeping)",(214) 890-9210,Dallas,TX,accounting
"nancyk.phillips,pc@email.com","Nancy K. Phillips, PC","Nancy K. Phillips, PC (Accounting Services)",(214) 361-2444,Dallas,TX,accounting
mckinnonpatten@email.com,McKinnon Patten,McKinnon Patten (Accounting Services),(214) 696-1922,Dallas,TX,accounting
ablonandcopllc@email.com,Ablon and Co PLLC,Ablon and Co PLLC (Accounting Services),(214) 361-1400,Dallas,TX,accounting
ablonandcopllc@email.com,Ablon and Co PLLC,Ablon and Co PLLC (Accounting Services),(214) 361-1400,Dallas,TX,accounting
bullochgodleyschulma@email.com,Bulloch Godley Schulman Seger & Co,Bulloch Godley Schulman Seger & Co (Accounting Services),(972) 381-1272,Dallas,TX,accounting
firestonecompleteaut@email.com,Firestone Complete Auto Care,Firestone Complete Auto Care (Auto Repair & Service),(972) 546-1021,Dallas,TX,auto repair
lonestarengineinstal@email.com,Lone Star Engine Installation,Lone Star Engine Installation (Auto Repair & Service),(844) 297-5801,Dallas,TX,auto repair
stanhopkinscompany@email.com,Stan Hopkins Company,Stan Hopkins Company (Auto Repair & Service),(214) 730-4265,Dallas,TX,auto repair
